report_time,state_name,confirmed_india,confirmed_foreign,cured,death,confirmed
2020-12-31,Jharkhand,,,112206,1027,114873
2020-12-31,Jammu and Kashmir,,,115830,1880,120744
2020-12-31,Karnataka,,,894834,12081,918544
2020-12-31,Kerala,,,687104,3042,755718
2020-12-31,Ladakh,,,9132,127,9447
2020-12-31,Lakshadweep,,,0,0,0
2020-12-31,Maharashtra,,,1824934,49463,1928603
2020-12-31,Meghalaya,,,13085,139,13408
2020-12-31,Manipur,,,26601,354,28137
2020-12-31,Madhya Pradesh,,,227965,3595,240947
2020-12-31,Mizoram,,,4091,8,4204
2020-12-31,Nagaland,,,11624,79,11921
2020-12-31,Odisha,,,325103,1871,329306
2020-12-31,Punjab,,,157043,5331,166239
2020-12-31,Puducherry,,,37100,633,38096
2020-12-31,Rajasthan,,,295030,2689,307554
2020-12-31,Sikkim,,,5218,127,5877
2020-12-31,Telangana,,,278839,1541,286354
2020-12-31,Tamil Nadu,,,796353,12109,817077
2020-12-31,Tripura,,,32751,385,33264
2020-12-31,Uttar Pradesh,,,562459,8352,584966
2020-12-31,Uttarakhand,,,84149,1504,90616
2020-12-31,West Bengal,,,528829,9683,550893
2021-01-01,Andaman and Nicobar Islands,,,4826,62,4945
2021-01-01,Andhra Pradesh,,,871916,7108,882286
2021-01-01,Arunachal Pradesh,,,16564,56,16719
2021-01-01,Assam,,,211910,1045,216211
2021-01-01,Bihar,,,245476,1397,251743
2021-01-01,Chandigarh,,,19045,317,19748
2021-01-01,Chhattisgarh,,,264769,3371,279575
2021-01-01,Delhi,,,609322,10536,625369
2021-01-01,Dadra and Nagar Haveli and Daman and Diu,,,3365,2,3378
2021-01-01,Goa,,,49388,739,51066
2021-01-01,Gujarat,,,230893,4306,245038
2021-01-01,Himachal Pradesh,,,51728,934,55277
2021-01-01,Haryana,,,255853,2905,262325
2021-01-01,Jharkhand,,,112424,1030,115113
2021-01-01,Jammu and Kashmir,,,116079,1883,120971
2021-01-01,Karnataka,,,896116,12090,919496
2021-01-01,Kerala,,,692480,3072,760933
2021-01-01,Ladakh,,,9144,127,9466
2021-01-01,Lakshadweep,,,0,0,0
2021-01-01,Maharashtra,,,1828546,49521,1932112
2021-01-01,Meghalaya,,,13139,139,13427
2021-01-01,Manipur,,,26678,355,28188
2021-01-01,Madhya Pradesh,,,228831,3606,241791
2021-01-01,Mizoram,,,4098,8,4216
2021-01-01,Nagaland,,,11646,79,11927
2021-01-01,Odisha,,,325432,1873,329621
2021-01-01,Punjab,,,157496,5341,166522
2021-01-01,Puducherry,,,37115,633,38132
2021-01-01,Rajasthan,,,295987,2696,308243
2021-01-01,Sikkim,,,5233,127,5889
2021-01-01,Telangana,,,279456,1544,286815
2021-01-01,Tamil Nadu,,,797391,12122,818014
2021-01-01,Tripura,,,32779,385,33268
2021-01-01,Uttar Pradesh,,,563278,8364,585902
2021-01-01,Uttarakhand,,,84692,1509,90920
2021-01-01,West Bengal,,,530366,9712,552063
2021-01-02,Andaman and Nicobar Islands,,,4830,62,4946
2021-01-02,Andhra Pradesh,,,872266,7108,882612
2021-01-02,Arunachal Pradesh,,,16566,56,16719
2021-01-02,Assam,,,211992,1049,216251
2021-01-02,Bihar,,,245874,1400,252219
2021-01-02,Chandigarh,,,19109,318,19799
2021-01-02,Chhattisgarh,,,265788,3375,280507
2021-01-02,Delhi,,,610039,10557,625954
2021-01-02,Dadra and Nagar Haveli and Daman and Diu,,,3365,2,3378
2021-01-02,Goa,,,49466,739,51135
2021-01-02,Gujarat,,,231800,4309,245772
2021-01-02,Himachal Pradesh,,,52140,936,55470
2021-01-02,Haryana,,,256386,2911,262611
2021-01-02,Jharkhand,,,112529,1030,115241
2021-01-02,Jammu and Kashmir,,,116327,1884,121227
2021-01-02,Karnataka,,,897200,12096,920373
2021-01-02,Kerala,,,697591,3095,765924
2021-01-02,Ladakh,,,9153,127,9525
2021-01-02,Lakshadweep,,,0,0,0
2021-01-02,Maharashtra,,,1832825,49580,1935636
2021-01-02,Meghalaya,,,13142,139,13445
2021-01-02,Manipur,,,26742,356,28206
2021-01-02,Madhya Pradesh,,,229731,3618,242571
2021-01-02,Mizoram,,,4100,8,4219
2021-01-02,Nagaland,,,11659,79,11929
2021-01-02,Odisha,,,325733,1876,329866
2021-01-02,Punjab,,,157904,5349,166770
2021-01-02,Puducherry,,,37165,633,38164
2021-01-02,Rajasthan,,,296929,2700,308852
2021-01-02,Sikkim,,,5238,128,5900
2021-01-02,Telangana,,,279991,1546,287108
2021-01-02,Tamil Nadu,,,798420,12135,818935
2021-01-02,Tripura,,,32795,385,33276
2021-01-02,Uttar Pradesh,,,564541,8379,586751
2021-01-02,Uttarakhand,,,85189,1515,91281
2021-01-02,West Bengal,,,531862,9738,553216
2021-01-03,Andaman and Nicobar Islands,,,4837,62,4947
2021-01-03,Andhra Pradesh,,,872545,7111,882850
2021-01-03,Arunachal Pradesh,,,16576,56,16727
2021-01-03,Assam,,,212072,1051,216289
2021-01-03,Bihar,,,246389,1403,252584
2021-01-03,Chandigarh,,,19226,319,19865
2021-01-03,Chhattisgarh,,,267751,3386,281654
2021-01-03,Delhi,,,610535,10571,626448
2021-01-03,Dadra and Nagar Haveli and Daman and Diu,,,3365,2,3378
2021-01-03,Goa,,,49570,739,51230
2021-01-03,Gujarat,,,232722,4314,246513
2021-01-03,Himachal Pradesh,,,52479,938,55619
2021-01-03,Haryana,,,256811,2915,262850
2021-01-03,Jharkhand,,,112734,1034,115392
2021-01-03,Jammu and Kashmir,,,116587,1885,121471
2021-01-03,Karnataka,,,898176,12099,921128
2021-01-03,Kerala,,,702576,3116,771252
2021-01-03,Ladakh,,,9163,127,9550
2021-01-03,Lakshadweep,,,0,0,0
2021-01-03,Maharashtra,,,1834935,49631,1938854
2021-01-03,Meghalaya,,,13173,139,13448
2021-01-03,Manipur,,,26782,357,28243
2021-01-03,Madhya Pradesh,,,230586,3627,243302
2021-01-03,Mizoram,,,4111,8,4223
2021-01-03,Nagaland,,,11664,79,11929
2021-01-03,Odisha,,,325965,1880,330117
2021-01-03,Punjab,,,158219,5364,167012
2021-01-03,Puducherry,,,37195,633,38174
2021-01-03,Rajasthan,,,297819,2705,309319
2021-01-03,Sikkim,,,5252,129,5911
2021-01-03,Telangana,,,280565,1549,287502
2021-01-03,Tamil Nadu,,,799427,12146,819845
2021-01-03,Tripura,,,32809,385,33282
2021-01-03,Uttar Pradesh,,,565731,8387,587434
2021-01-03,Uttarakhand,,,85658,1522,91544
2021-01-03,West Bengal,,,533305,9766,554079
2021-01-04,Andaman and Nicobar Islands,,,4846,62,4948
2021-01-04,Andhra Pradesh,,,872897,7115,883082
2021-01-04,Arunachal Pradesh,,,16583,56,16732
2021-01-04,Assam,,,212132,1052,216304
2021-01-04,Bihar,,,246979,1405,252857
2021-01-04,Chandigarh,,,19280,320,19881
2021-01-04,Chhattisgarh,,,268988,3400,282368
2021-01-04,Delhi,,,611243,10585,626872
2021-01-04,Dadra and Nagar Haveli and Daman and Diu,,,3368,2,3379
2021-01-04,Goa,,,49653,741,51295
2021-01-04,Gujarat,,,233660,4318,247228
2021-01-04,Himachal Pradesh,,,52912,944,55686
2021-01-04,Haryana,,,257261,2917,263068
2021-01-04,Jharkhand,,,112893,1035,115529
2021-01-04,Jammu and Kashmir,,,116792,1886,121653
2021-01-04,Karnataka,,,898919,12107,921938
2021-01-04,Kerala,,,707244,3141,775852
2021-01-04,Ladakh,,,9173,127,9556
2021-01-04,Lakshadweep,,,0,0,0
2021-01-04,Maharashtra,,,1836999,49666,1942136
2021-01-04,Meghalaya,,,13186,139,13460
2021-01-04,Manipur,,,26815,358,28281
2021-01-04,Madhya Pradesh,,,231533,3641,244026
2021-01-04,Mizoram,,,4127,8,4223
2021-01-04,Nagaland,,,11673,79,11930
2021-01-04,Odisha,,,326209,1883,330309
2021-01-04,Punjab,,,158482,5376,167219
2021-01-04,Puducherry,,,37233,633,38224
2021-01-04,Rajasthan,,,298620,2710,309821
2021-01-04,Sikkim,,,5285,129,5920
2021-01-04,Telangana,,,281083,1551,287740
2021-01-04,Tamil Nadu,,,800429,12156,820712
2021-01-04,Tripura,,,32815,385,33283
2021-01-04,Uttar Pradesh,,,566910,8403,588171
2021-01-04,Uttarakhand,,,85908,1527,91811
2021-01-04,West Bengal,,,534737,9792,554975
2021-01-05,Andaman and Nicobar Islands,,,4848,62,4948
2021-01-05,Andhra Pradesh,,,873149,7118,883210
2021-01-05,Arunachal Pradesh,,,16598,56,16741
2021-01-05,Assam,,,212199,1054,216340
2021-01-05,Bihar,,,247484,1408,253272
2021-01-05,Chandigarh,,,19348,321,19936
2021-01-05,Chhattisgarh,,,270337,3412,283515
2021-01-05,Delhi,,,611970,10597,627256
2021-01-05,Dadra and Nagar Haveli and Daman and Diu,,,3369,2,3379
2021-01-05,Goa,,,49741,743,51335
2021-01-05,Gujarat,,,234558,4321,247926
2021-01-05,Himachal Pradesh,,,53216,946,55808
2021-01-05,Haryana,,,257652,2923,263312
2021-01-05,Jharkhand,,,113125,1036,115689
2021-01-05,Jammu and Kashmir,,,117211,1891,121786
2021-01-05,Karnataka,,,900202,12110,922538
2021-01-05,Kerala,,,712389,3160,778873
2021-01-05,Ladakh,,,9194,127,9561
2021-01-05,Lakshadweep,,,0,0,0
2021-01-05,Maharashtra,,,1847361,49695,1947011
2021-01-05,Meghalaya,,,13204,139,13482
2021-01-05,Manipur,,,26862,361,28332
2021-01-05,Madhya Pradesh,,,232390,3648,244647
2021-01-05,Mizoram,,,4147,8,4234
2021-01-05,Nagaland,,,11683,79,11935
2021-01-05,Odisha,,,326507,1885,330492
2021-01-05,Punjab,,,158972,5400,167441
2021-01-05,Puducherry,,,37261,635,38253
2021-01-05,Rajasthan,,,299375,2714,310278
2021-01-05,Sikkim,,,5307,129,5921
2021-01-05,Telangana,,,281400,1554,287993
2021-01-05,Tamil Nadu,,,801414,12166,821550
2021-01-05,Tripura,,,32826,385,33284
2021-01-05,Uttar Pradesh,,,567964,8413,588882
2021-01-05,Uttarakhand,,,86611,1535,92112
2021-01-05,West Bengal,,,536084,9817,555572
2021-01-06,Andaman and Nicobar Islands,,,4856,62,4949
2021-01-06,Andhra Pradesh,,,873427,7122,883587
2021-01-06,Arunachal Pradesh,,,16609,56,16744
2021-01-06,Assam,,,212249,1057,216381
2021-01-06,Bihar,,,247929,1415,253695
2021-01-06,Chandigarh,,,19464,322,20026
2021-01-06,Chhattisgarh,,,271988,3437,284536
2021-01-06,Delhi,,,612527,10609,627698
2021-01-06,Dadra and Nagar Haveli and Daman and Diu,,,3370,2,3379
2021-01-06,Goa,,,49811,744,51415
2021-01-06,Gujarat,,,235426,4325,248581
2021-01-06,Himachal Pradesh,,,53523,948,55910
2021-01-06,Haryana,,,257952,2927,263571
2021-01-06,Jharkhand,,,113380,1038,115840
2021-01-06,Jammu and Kashmir,,,117426,1897,121923
2021-01-06,Karnataka,,,901579,12118,923353
2021-01-06,Kerala,,,717311,3184,784488
2021-01-06,Ladakh,,,9215,127,9577
2021-01-06,Lakshadweep,,,0,0,0
2021-01-06,Maharashtra,,,1850189,49759,1950171
2021-01-06,Meghalaya,,,13216,141,13506
2021-01-06,Manipur,,,27613,363,28418
2021-01-06,Madhya Pradesh,,,233229,3662,245318
2021-01-06,Mizoram,,,4153,8,4247
2021-01-06,Nagaland,,,11714,79,11937
2021-01-06,Odisha,,,326778,1887,330690
2021-01-06,Punjab,,,159265,5404,167652
2021-01-06,Puducherry,,,37292,635,38300
2021-01-06,Rajasthan,,,300126,2719,310675
2021-01-06,Sikkim,,,5316,129,5938
2021-01-06,Telangana,,,281872,1556,288410
2021-01-06,Tamil Nadu,,,802385,12177,822370
2021-01-06,Tripura,,,32835,387,33286
2021-01-06,Uttar Pradesh,,,568892,8433,589611
2021-01-06,Uttarakhand,,,87105,1544,92366
2021-01-06,West Bengal,,,537250,9841,556384
2021-01-07,Andaman and Nicobar Islands,,,4859,62,4949
2021-01-07,Andhra Pradesh,,,873855,7125,883876
2021-01-07,Arunachal Pradesh,,,16609,56,16753
2021-01-07,Assam,,,212328,1057,216424
2021-01-07,Bihar,,,248410,1420,254014
2021-01-07,Chandigarh,,,19525,323,20104
2021-01-07,Chhattisgarh,,,273030,3447,285586
2021-01-07,Delhi,,,613246,10625,628352
2021-01-07,Dadra and Nagar Haveli and Daman and Diu,,,3372,2,3379
2021-01-07,Goa,,,49893,744,51507
2021-01-07,Gujarat,,,236323,4329,249246
2021-01-07,Himachal Pradesh,,,53782,952,56015
2021-01-07,Haryana,,,258281,2934,263887
2021-01-07,Jharkhand,,,113545,1040,116034
2021-01-07,Jammu and Kashmir,,,117690,1900,122049
2021-01-07,Karnataka,,,902817,12124,924137
2021-01-07,Kerala,,,722421,3209,790882
2021-01-07,Ladakh,,,9243,127,9589
2021-01-07,Lakshadweep,,,0,0,0
2021-01-07,Maharashtra,,,1852759,49825,1954553
2021-01-07,Meghalaya,,,13230,141,13525
2021-01-07,Manipur,,,27642,363,28484
2021-01-07,Madhya Pradesh,,,233862,3670,246048
2021-01-07,Mizoram,,,4160,8,4256
2021-01-07,Nagaland,,,11737,80,11954
2021-01-07,Odisha,,,327008,1887,330921
2021-01-07,Punjab,,,159500,5412,167910
2021-01-07,Puducherry,,,37327,635,38334
2021-01-07,Rajasthan,,,300690,2723,311111
2021-01-07,Sikkim,,,5358,129,5951
2021-01-07,Telangana,,,282177,1559,288789
2021-01-07,Tamil Nadu,,,803328,12188,823181
2021-01-07,Tripura,,,32843,387,33294
2021-01-07,Uttar Pradesh,,,569959,8441,590339
2021-01-07,Uttarakhand,,,87529,1549,92593
2021-01-07,West Bengal,,,538521,9863,557252
2021-01-08,Andaman and Nicobar Islands,,,4864,62,4958
2021-01-08,Andhra Pradesh,,,874223,7126,884171
2021-01-08,Arunachal Pradesh,,,16622,56,16757
2021-01-08,Assam,,,212376,1059,216481
2021-01-08,Bihar,,,248762,1424,254447
2021-01-08,Chandigarh,,,19582,325,20147
2021-01-08,Chhattisgarh,,,274283,3454,286596
2021-01-08,Delhi,,,614026,10644,628838
2021-01-08,Dadra and Nagar Haveli and Daman and Diu,,,3372,2,3379
2021-01-08,Goa,,,49983,744,51626
2021-01-08,Gujarat,,,237222,4332,249913
2021-01-08,Himachal Pradesh,,,53973,953,56146
2021-01-08,Haryana,,,258658,2940,264161
2021-01-08,Jharkhand,,,113740,1041,116229
2021-01-08,Jammu and Kashmir,,,117877,1903,122176
2021-01-08,Karnataka,,,903629,12131,924898
2021-01-08,Kerala,,,728060,3234,795933
2021-01-08,Ladakh,,,9258,127,9600
2021-01-08,Lakshadweep,,,0,0,0
2021-01-08,Maharashtra,,,1856109,49897,1958282
2021-01-08,Meghalaya,,,13257,141,13536
2021-01-08,Manipur,,,27677,364,28531
2021-01-08,Madhya Pradesh,,,234612,3682,246822
2021-01-08,Mizoram,,,4172,8,4259
2021-01-08,Nagaland,,,11747,82,11960
2021-01-08,Odisha,,,327290,1888,331151
2021-01-08,Punjab,,,159790,5422,168187
2021-01-08,Puducherry,,,37374,636,38369
2021-01-08,Rajasthan,,,301425,2727,311620
2021-01-08,Sikkim,,,5371,129,5965
2021-01-08,Telangana,,,282574,1561,289135
2021-01-08,Tamil Nadu,,,804239,12200,823986
2021-01-08,Tripura,,,32852,388,33299
2021-01-08,Uttar Pradesh,,,570605,8452,590844
2021-01-08,Uttarakhand,,,87978,1555,92842
2021-01-08,West Bengal,,,539816,9881,558173
2021-01-09,Andaman and Nicobar Islands,,,4866,62,4959
2021-01-09,Andhra Pradesh,,,874531,7127,884490
2021-01-09,Arunachal Pradesh,,,16631,56,16764
2021-01-09,Assam,,,212430,1059,216531
2021-01-09,Bihar,,,249198,1428,254701
2021-01-09,Chandigarh,,,19637,326,20201
2021-01-09,Chhattisgarh,,,275042,3469,287556
2021-01-09,Delhi,,,614849,10654,629282
2021-01-09,Dadra and Nagar Haveli and Daman and Diu,,,3373,2,3380
2021-01-09,Goa,,,50088,744,51709
2021-01-09,Gujarat,,,238114,4335,250598
2021-01-09,Himachal Pradesh,,,54145,955,56282
2021-01-09,Haryana,,,258998,2943,264442
2021-01-09,Jharkhand,,,113928,1043,116436
2021-01-09,Jammu and Kashmir,,,118155,1907,122303
2021-01-09,Karnataka,,,904286,12134,925868
2021-01-09,Kerala,,,733384,3257,801075
2021-01-09,Ladakh,,,9271,127,9601
2021-01-09,Lakshadweep,,,0,0,0
2021-01-09,Maharashtra,,,1858999,49970,1961975
2021-01-09,Meghalaya,,,13262,143,13560
2021-01-09,Manipur,,,27735,364,28579
2021-01-09,Madhya Pradesh,,,235421,3691,247436
2021-01-09,Mizoram,,,4185,8,4275
2021-01-09,Nagaland,,,11752,83,11964
2021-01-09,Odisha,,,327534,1890,331396
2021-01-09,Punjab,,,160042,5437,168486
2021-01-09,Puducherry,,,37410,636,38389
2021-01-09,Rajasthan,,,301962,2727,312091
2021-01-09,Sikkim,,,5457,129,5979
2021-01-09,Telangana,,,283048,1563,289433
2021-01-09,Tamil Nadu,,,805136,12208,824776
2021-01-09,Tripura,,,32854,388,33302
2021-01-09,Uttar Pradesh,,,571606,8469,591610
2021-01-09,Uttarakhand,,,88370,1562,93111
2021-01-09,West Bengal,,,540952,9902,559099
2021-01-10,Andaman and Nicobar Islands,,,4873,62,4959
2021-01-10,Andhra Pradesh,,,874954,7128,884689
2021-01-10,Arunachal Pradesh,,,16647,56,16767
2021-01-10,Assam,,,212486,1060,216565
2021-01-10,Bihar,,,249709,1430,255386
2021-01-10,Chandigarh,,,19696,327,20251
2021-01-10,Chhattisgarh,,,275812,3484,288570
2021-01-10,Delhi,,,615452,10666,629801
2021-01-10,Dadra and Nagar Haveli and Daman and Diu,,,3374,2,3380
2021-01-10,Goa,,,50177,746,51790
2021-01-10,Gujarat,,,238965,4340,251273
2021-01-10,Himachal Pradesh,,,54320,958,56366
2021-01-10,Haryana,,,259209,2949,264721
2021-01-10,Jharkhand,,,114133,1045,116672
2021-01-10,Jammu and Kashmir,,,118422,1909,122425
2021-01-10,Karnataka,,,905158,12138,926767
2021-01-10,Kerala,,,738808,3279,806603
2021-01-10,Ladakh,,,9278,127,9608
2021-01-10,Lakshadweep,,,0,0,0
2021-01-10,Maharashtra,,,1861400,50027,1965556
2021-01-10,Meghalaya,,,13286,143,13592
2021-01-10,Manipur,,,27766,365,28646
2021-01-10,Madhya Pradesh,,,236247,3701,247977
2021-01-10,Mizoram,,,4186,8,4292
2021-01-10,Nagaland,,,11778,84,11975
2021-01-10,Odisha,,,327803,1891,331602
2021-01-10,Punjab,,,160343,5439,168734
2021-01-10,Puducherry,,,37461,636,38425
2021-01-10,Rajasthan,,,303060,2731,312521
2021-01-10,Sikkim,,,5486,129,5984
2021-01-10,Telangana,,,283463,1565,289784
2021-01-10,Tamil Nadu,,,806018,12215,825537
2021-01-10,Tripura,,,32862,388,33307
2021-01-10,Uttar Pradesh,,,572773,8481,592475
2021-01-10,Uttarakhand,,,88615,1568,93398
2021-01-10,West Bengal,,,541930,9922,559886
2021-01-11,Andaman and Nicobar Islands,,,4875,62,4960
2021-01-11,Andhra Pradesh,,,875243,7129,884916
2021-01-11,Arunachal Pradesh,,,16650,56,16772
2021-01-11,Assam,,,212515,1061,216590
2021-01-11,Bihar,,,250088,1434,255700
2021-01-11,Chandigarh,,,19727,327,20295
2021-01-11,Chhattisgarh,,,276774,3490,289231
2021-01-11,Delhi,,,616054,10678,630200
2021-01-11,Dadra and Nagar Haveli and Daman and Diu,,,3376,2,3380
2021-01-11,Goa,,,50277,747,51856
2021-01-11,Gujarat,,,239771,4344,251944
2021-01-11,Himachal Pradesh,,,54522,959,56452
2021-01-11,Haryana,,,259495,2950,264955
2021-01-11,Jharkhand,,,114302,1047,116817
2021-01-11,Jammu and Kashmir,,,118617,1910,122538
2021-01-11,Karnataka,,,905751,12140,927559
2021-01-11,Kerala,,,743467,3302,811148
2021-01-11,Ladakh,,,9294,127,9618
2021-01-11,Lakshadweep,,,0,0,0
2021-01-11,Maharashtra,,,1863702,50061,1969114
2021-01-11,Meghalaya,,,13313,143,13611
2021-01-11,Manipur,,,27805,365,28660
2021-01-11,Madhya Pradesh,,,237063,3711,248597
2021-01-11,Mizoram,,,4192,9,4293
2021-01-11,Nagaland,,,11778,84,11978
2021-01-11,Odisha,,,328043,1891,331862
2021-01-11,Punjab,,,160655,5445,169033
2021-01-11,Puducherry,,,37501,638,38455
2021-01-11,Rajasthan,,,303536,2734,312996
2021-01-11,Sikkim,,,5508,129,5988
2021-01-11,Telangana,,,283924,1566,290008
2021-01-11,Tamil Nadu,,,806875,12222,826261
2021-01-11,Tripura,,,32869,388,33307
2021-01-11,Uttar Pradesh,,,573542,8495,593171
2021-01-11,Uttarakhand,,,88918,1573,93621
2021-01-11,West Bengal,,,542887,9941,560709
2021-01-12,Andaman and Nicobar Islands,,,4884,62,4963
2021-01-12,Andhra Pradesh,,,875456,7131,885037
2021-01-12,Arunachal Pradesh,,,16658,56,16777
2021-01-12,Assam,,,212579,1064,216635
2021-01-12,Bihar,,,250439,1439,255932
2021-01-12,Chandigarh,,,19756,327,20342
2021-01-12,Chhattisgarh,,,278029,3505,290084
2021-01-12,Delhi,,,616461,10691,630506
2021-01-12,Dadra and Nagar Haveli and Daman and Diu,,,3376,2,3382
2021-01-12,Goa,,,50343,749,51891
2021-01-12,Gujarat,,,240517,4347,252559
2021-01-12,Himachal Pradesh,,,54686,961,56521
2021-01-12,Haryana,,,259696,2956,265199
2021-01-12,Jharkhand,,,114531,1048,116961
2021-01-12,Jammu and Kashmir,,,118972,1911,122651
2021-01-12,Karnataka,,,906548,12144,928055
2021-01-12,Kerala,,,747389,3322,814258
2021-01-12,Ladakh,,,9311,127,9621
2021-01-12,Lakshadweep,,,0,0,0
2021-01-12,Maharashtra,,,1867988,50101,1971552
2021-01-12,Meghalaya,,,13337,143,13631
2021-01-12,Manipur,,,27851,365,28693
2021-01-12,Madhya Pradesh,,,237713,3718,249082
2021-01-12,Mizoram,,,4194,9,4299
2021-01-12,Nagaland,,,11795,84,11987
2021-01-12,Odisha,,,328271,1892,332106
2021-01-12,Punjab,,,160920,5447,169225
2021-01-12,Puducherry,,,37535,638,38477
2021-01-12,Rajasthan,,,304104,2736,313425
2021-01-12,Sikkim,,,5538,129,5989
2021-01-12,Telangana,,,284217,1568,290309
2021-01-12,Tamil Nadu,,,807744,12228,826943
2021-01-12,Tripura,,,32872,388,33309
2021-01-12,Uttar Pradesh,,,574312,8504,593680
2021-01-12,Uttarakhand,,,89446,1578,93777
2021-01-12,West Bengal,,,543826,9957,561321
2021-01-13,Andaman and Nicobar Islands,,,4886,62,4966
2021-01-13,Andhra Pradesh,,,875690,7133,885234
2021-01-13,Arunachal Pradesh,,,16665,56,16782
2021-01-13,Assam,,,212632,1064,216690
2021-01-13,Bihar,,,250632,1443,256309
2021-01-13,Chandigarh,,,19780,328,20378
2021-01-13,Chhattisgarh,,,279236,3517,290813
2021-01-13,Delhi,,,617006,10707,630892
2021-01-13,Dadra and Nagar Haveli and Daman and Diu,,,3376,2,3382
2021-01-13,Goa,,,50437,749,51983
2021-01-13,Gujarat,,,241372,4350,253161
2021-01-13,Himachal Pradesh,,,54825,961,56596
2021-01-13,Haryana,,,259986,2964,265391
2021-01-13,Jharkhand,,,114684,1048,117088
2021-01-13,Jammu and Kashmir,,,119170,1912,122764
2021-01-13,Karnataka,,,907729,12149,928806
2021-01-13,Kerala,,,751659,3347,819765
2021-01-13,Ladakh,,,9326,128,9634
2021-01-13,Lakshadweep,,,0,0,0
2021-01-13,Maharashtra,,,1871270,50151,1974488
2021-01-13,Meghalaya,,,13356,143,13651
2021-01-13,Manipur,,,27879,365,28725
2021-01-13,Madhya Pradesh,,,238328,3726,249553
2021-01-13,Mizoram,,,4200,9,4303
2021-01-13,Nagaland,,,11807,84,11997
2021-01-13,Odisha,,,328452,1894,332331
2021-01-13,Punjab,,,161235,5456,169479
2021-01-13,Puducherry,,,37563,639,38495
2021-01-13,Rajasthan,,,304779,2739,313718
2021-01-13,Sikkim,,,5554,129,5996
2021-01-13,Telangana,,,284611,1571,290640
2021-01-13,Tamil Nadu,,,808571,12236,827614
2021-01-13,Tripura,,,32880,389,33315
2021-01-13,Uttar Pradesh,,,575101,8514,594175
2021-01-13,Uttarakhand,,,89729,1589,93961
2021-01-13,West Bengal,,,544705,9975,562072
2021-01-14,Andaman and Nicobar Islands,,,4891,62,4969
2021-01-14,Andhra Pradesh,,,875921,7134,885437
2021-01-14,Arunachal Pradesh,,,16669,56,16783
2021-01-14,Assam,,,212675,1065,216743
2021-01-14,Bihar,,,251027,1445,256587
2021-01-14,Chandigarh,,,19794,329,20415
2021-01-14,Chhattisgarh,,,280166,3527,291484
2021-01-14,Delhi,,,617540,10718,631249
2021-01-14,Dadra and Nagar Haveli and Daman and Diu,,,3377,2,3383
2021-01-14,Goa,,,50515,750,52079
2021-01-14,Gujarat,,,242164,4354,253744
2021-01-14,Himachal Pradesh,,,54896,963,56689
2021-01-14,Haryana,,,260236,2966,265616
2021-01-14,Jharkhand,,,114836,1048,117240
2021-01-14,Jammu and Kashmir,,,119344,1912,122885
2021-01-14,Karnataka,,,908494,12152,929552
2021-01-14,Kerala,,,756817,3373,825769
2021-01-14,Ladakh,,,9375,128,9639
2021-01-14,Lakshadweep,,,0,0,0
2021-01-14,Maharashtra,,,1874279,50221,1978044
2021-01-14,Meghalaya,,,13365,144,13669
2021-01-14,Manipur,,,27935,365,28769
2021-01-14,Madhya Pradesh,,,238983,3732,250009
2021-01-14,Mizoram,,,4200,9,4310
2021-01-14,Nagaland,,,11814,86,12003
2021-01-14,Odisha,,,328622,1895,332541
2021-01-14,Punjab,,,161457,5463,169737
2021-01-14,Puducherry,,,37607,639,38524
2021-01-14,Rajasthan,,,305569,2742,314091
2021-01-14,Sikkim,,,5564,129,6004
2021-01-14,Telangana,,,284849,1572,290916
2021-01-14,Tamil Nadu,,,809392,12242,828287
2021-01-14,Tripura,,,32886,389,33320
2021-01-14,Uttar Pradesh,,,575980,8529,594641
2021-01-14,Uttarakhand,,,90025,1593,94170
2021-01-14,West Bengal,,,545499,9993,562795
2021-01-15,Andaman and Nicobar Islands,,,4891,62,4976
2021-01-15,Andhra Pradesh,,,876140,7138,885616
2021-01-15,Arunachal Pradesh,,,16674,56,16798
2021-01-15,Assam,,,212706,1065,216762
2021-01-15,Bihar,,,251278,1447,256895
2021-01-15,Chandigarh,,,19835,330,20438
2021-01-15,Chhattisgarh,,,281136,3537,292091
2021-01-15,Delhi,,,617930,10722,631589
2021-01-15,Dadra and Nagar Haveli and Daman and Diu,,,3377,2,3385
2021-01-15,Goa,,,50582,752,52182
2021-01-15,Gujarat,,,242901,4357,254314
2021-01-15,Himachal Pradesh,,,54977,963,56751
2021-01-15,Haryana,,,260565,2972,265803
2021-01-15,Jharkhand,,,115009,1048,117384
2021-01-15,Jammu and Kashmir,,,119581,1915,122964
2021-01-15,Karnataka,,,909058,12155,929960
2021-01-15,Kerala,,,761154,3392,831259
2021-01-15,Ladakh,,,9404,128,9646
2021-01-15,Lakshadweep,,,0,0,0
2021-01-15,Maharashtra,,,1877588,50291,1981623
2021-01-15,Meghalaya,,,13382,144,13687
2021-01-15,Manipur,,,27976,365,28787
2021-01-15,Madhya Pradesh,,,239581,3740,250429
2021-01-15,Mizoram,,,4205,9,4310
2021-01-15,Nagaland,,,11825,86,12035
2021-01-15,Odisha,,,328832,1896,332763
2021-01-15,Punjab,,,161710,5473,169950
2021-01-15,Puducherry,,,37629,640,38567
2021-01-15,Rajasthan,,,305953,2744,314372
2021-01-15,Sikkim,,,5719,130,6011
2021-01-15,Telangana,,,285102,1574,291118
